"time","S","I","R","new_I","new_R"
0,196,4,0,4,0
0.5,191,9,0,5,0
1,189,11,0,2,0
1.5,186,13,1,3,1
2,182,14,4,4,3
2.5,179,16,5,3,1
3,175,20,5,4,0
3.5,165,30,5,10,0
4,155,40,5,10,0
4.5,141,54,5,14,0
5,116,76,8,25,3
5.5,96,92,12,20,4
6,67,111,22,29,10
6.5,44,130,26,23,4
7,32,133,35,12,9
7.5,19,138,43,13,8
8,13,136,51,6,8
8.5,11,131,58,2,7
9,9,121,70,2,12
9.5,7,112,81,2,11
10,4,107,89,3,8
10.5,2,102,96,2,7
11,1,96,103,1,7
11.5,0,91,109,1,6
12,0,88,112,0,3
12.5,0,79,121,0,9
13,0,70,130,0,9
13.5,0,61,139,0,9
14,0,56,144,0,5
14.5,0,51,149,0,5
15,0,46,154,0,5
15.5,0,42,158,0,4
16,0,38,162,0,4
16.5,0,36,164,0,2
17,0,35,165,0,1
17.5,0,34,166,0,1
18,0,32,168,0,2
18.5,0,31,169,0,1
19,0,30,170,0,1
19.5,0,28,172,0,2
20,0,25,175,0,3
20.5,0,23,177,0,2
21,0,21,179,0,2
21.5,0,19,181,0,2
22,0,18,182,0,1
22.5,0,17,183,0,1
23,0,16,184,0,1
23.5,0,15,185,0,1
24,0,15,185,0,0
24.5,0,14,186,0,1
25,0,12,188,0,2
25.5,0,11,189,0,1
26,0,11,189,0,0
26.5,0,10,190,0,1
27,0,10,190,0,0
27.5,0,10,190,0,0
28,0,9,191,0,1
28.5,0,7,193,0,2
29,0,6,194,0,1
29.5,0,5,195,0,1
30,0,5,195,0,0
30.5,0,4,196,0,1
31,0,4,196,0,0
31.5,0,4,196,0,0
32,0,4,196,0,0
32.5,0,3,197,0,1
33,0,3,197,0,0
33.5,0,3,197,0,0
34,0,3,197,0,0
34.5,0,3,197,0,0
35,0,2,198,0,1
35.5,0,2,198,0,0
36,0,2,198,0,0
36.5,0,2,198,0,0
37,0,2,198,0,0
37.5,0,2,198,0,0
38,0,2,198,0,0
38.5,0,2,198,0,0
39,0,2,198,0,0
39.5,0,2,198,0,0
40,0,2,198,0,0
40.5,0,2,198,0,0
41,0,2,198,0,0
41.5,0,2,198,0,0
42,0,1,199,0,1
42.5,0,1,199,0,0
43,0,1,199,0,0
43.5,0,1,199,0,0
44,0,1,199,0,0
44.5,0,1,199,0,0
45,0,1,199,0,0
45.5,0,1,199,0,0
46,0,1,199,0,0
46.5,0,1,199,0,0
47,0,1,199,0,0
47.5,0,1,199,0,0
48,0,1,199,0,0
48.5,0,1,199,0,0
49,0,1,199,0,0
49.5,0,1,199,0,0
50,0,1,199,0,0
50.5,0,1,199,0,0
51,0,1,199,0,0
51.5,0,1,199,0,0
52,0,1,199,0,0
52.5,0,1,199,0,0
53,0,1,199,0,0
53.5,0,1,199,0,0
54,0,1,199,0,0
54.5,0,1,199,0,0
55,0,1,199,0,0
55.5,0,1,199,0,0
56,0,1,199,0,0
56.5,0,1,199,0,0
57,0,1,199,0,0
57.5,0,1,199,0,0
58,0,1,199,0,0
58.5,0,1,199,0,0
59,0,1,199,0,0
59.5,0,1,199,0,0
60,0,1,199,0,0
60.5,0,1,199,0,0
61,0,1,199,0,0
61.5,0,1,199,0,0
62,0,1,199,0,0
62.5,0,1,199,0,0
63,0,1,199,0,0
63.5,0,0,200,0,1
64,0,0,200,0,0
64.5,0,0,200,0,0
65,0,0,200,0,0
65.5,0,0,200,0,0
66,0,0,200,0,0
66.5,0,0,200,0,0
67,0,0,200,0,0
67.5,0,0,200,0,0
68,0,0,200,0,0
68.5,0,0,200,0,0
69,0,0,200,0,0
69.5,0,0,200,0,0
70,0,0,200,0,0
70.5,0,0,200,0,0
71,0,0,200,0,0
71.5,0,0,200,0,0
72,0,0,200,0,0
72.5,0,0,200,0,0
73,0,0,200,0,0
73.5,0,0,200,0,0
74,0,0,200,0,0
74.5,0,0,200,0,0
75,0,0,200,0,0
75.5,0,0,200,0,0
76,0,0,200,0,0
76.5,0,0,200,0,0
77,0,0,200,0,0
77.5,0,0,200,0,0
78,0,0,200,0,0
78.5,0,0,200,0,0
79,0,0,200,0,0
79.5,0,0,200,0,0
80,0,0,200,0,0
