"time","S","I","R","new_I","new_R"
0,980,20,0,20,0
0.5,975,23,2,5,2
1,960,37,3,15,1
1.5,948,49,3,12,0
2,931,62,7,17,4
2.5,915,78,7,16,0
3,891,98,11,24,4
3.5,859,123,18,32,7
4,811,164,25,48,7
4.5,746,215,39,65,14
5,676,270,54,70,15
5.5,600,325,75,76,21
6,525,371,104,75,29
6.5,429,435,136,96,32
7,348,492,160,81,24
7.5,285,528,187,63,27
8,218,551,231,67,44
8.5,165,569,266,53,35
9,127,566,307,38,41
9.5,97,550,353,30,46
10,69,543,388,28,35
10.5,54,520,426,15,38
11,45,498,457,9,31
11.5,37,474,489,8,32
12,32,444,524,5,35
12.5,26,425,549,6,25
13,22,400,578,4,29
13.5,17,379,604,5,26
14,14,361,625,3,21
14.5,14,334,652,0,27
15,12,310,678,2,26
15.5,10,283,707,2,29
16,9,258,733,1,26
16.5,7,235,758,2,25
17,6,218,776,1,18
17.5,5,202,793,1,17
18,4,188,808,1,15
18.5,3,178,819,1,11
19,2,169,829,1,10
19.5,2,153,845,0,16
20,2,141,857,0,12
20.5,2,130,868,0,11
21,2,118,880,0,12
21.5,2,108,890,0,10
22,2,100,898,0,8
22.5,2,90,908,0,10
23,2,84,914,0,6
23.5,2,76,922,0,8
24,2,73,925,0,3
24.5,2,67,931,0,6
25,2,65,933,0,2
25.5,2,62,936,0,3
26,2,58,940,0,4
26.5,2,55,943,0,3
27,2,51,947,0,4
27.5,2,44,954,0,7
28,2,40,958,0,4
28.5,2,38,960,0,2
29,2,34,964,0,4
29.5,2,33,965,0,1
30,2,31,967,0,2
30.5,2,28,970,0,3
31,2,27,971,0,1
31.5,2,26,972,0,1
32,2,24,974,0,2
32.5,2,23,975,0,1
33,2,22,976,0,1
33.5,2,19,979,0,3
34,2,19,979,0,0
34.5,2,19,979,0,0
35,2,13,985,0,6
35.5,2,13,985,0,0
36,2,13,985,0,0
36.5,2,11,987,0,2
37,2,10,988,0,1
37.5,2,10,988,0,0
38,2,10,988,0,0
38.5,2,10,988,0,0
39,2,9,989,0,1
39.5,2,8,990,0,1
40,2,8,990,0,0
40.5,2,8,990,0,0
41,2,8,990,0,0
41.5,2,7,991,0,1
42,2,7,991,0,0
42.5,2,6,992,0,1
43,2,6,992,0,0
43.5,2,6,992,0,0
44,2,6,992,0,0
44.5,2,6,992,0,0
45,2,6,992,0,0
45.5,2,5,993,0,1
46,2,5,993,0,0
46.5,2,5,993,0,0
47,2,4,994,0,1
47.5,2,3,995,0,1
48,2,3,995,0,0
48.5,2,3,995,0,0
49,2,3,995,0,0
49.5,2,2,996,0,1
50,2,1,997,0,1
50.5,2,1,997,0,0
51,2,1,997,0,0
51.5,2,1,997,0,0
52,2,1,997,0,0
52.5,2,1,997,0,0
53,2,1,997,0,0
53.5,2,1,997,0,0
54,2,1,997,0,0
54.5,2,1,997,0,0
55,2,1,997,0,0
55.5,2,1,997,0,0
56,2,1,997,0,0
56.5,2,1,997,0,0
57,2,1,997,0,0
57.5,2,1,997,0,0
58,2,1,997,0,0
58.5,2,1,997,0,0
59,2,1,997,0,0
59.5,2,1,997,0,0
60,2,1,997,0,0
60.5,2,1,997,0,0
61,2,1,997,0,0
61.5,2,1,997,0,0
62,2,0,998,0,1
62.5,2,0,998,0,0
63,2,0,998,0,0
63.5,2,0,998,0,0
64,2,0,998,0,0
64.5,2,0,998,0,0
65,2,0,998,0,0
65.5,2,0,998,0,0
66,2,0,998,0,0
66.5,2,0,998,0,0
67,2,0,998,0,0
67.5,2,0,998,0,0
68,2,0,998,0,0
68.5,2,0,998,0,0
69,2,0,998,0,0
69.5,2,0,998,0,0
70,2,0,998,0,0
70.5,2,0,998,0,0
71,2,0,998,0,0
71.5,2,0,998,0,0
72,2,0,998,0,0
72.5,2,0,998,0,0
73,2,0,998,0,0
73.5,2,0,998,0,0
74,2,0,998,0,0
74.5,2,0,998,0,0
75,2,0,998,0,0
75.5,2,0,998,0,0
76,2,0,998,0,0
76.5,2,0,998,0,0
77,2,0,998,0,0
77.5,2,0,998,0,0
78,2,0,998,0,0
78.5,2,0,998,0,0
79,2,0,998,0,0
79.5,2,0,998,0,0
80,2,0,998,0,0
