"time","S","I","R","new_I","new_R"
0,99,1,0,1,0
0.5,99,1,0,0,0
1,98,2,0,1,0
1.5,97,3,0,1,0
2,91,9,0,6,0
2.5,82,18,0,9,0
3,71,29,0,11,0
3.5,51,48,1,20,1
4,29,69,2,22,1
4.5,13,78,9,16,7
5,5,82,13,8,4
5.5,4,82,14,1,1
6,2,83,15,2,1
6.5,0,83,17,2,2
7,0,83,17,0,0
7.5,0,81,19,0,2
8,0,76,24,0,5
8.5,0,74,26,0,2
9,0,72,28,0,2
9.5,0,69,31,0,3
10,0,67,33,0,2
10.5,0,66,34,0,1
11,0,62,38,0,4
11.5,0,59,41,0,3
12,0,56,44,0,3
12.5,0,56,44,0,0
13,0,53,47,0,3
13.5,0,52,48,0,1
14,0,49,51,0,3
14.5,0,47,53,0,2
15,0,44,56,0,3
15.5,0,42,58,0,2
16,0,41,59,0,1
16.5,0,39,61,0,2
17,0,39,61,0,0
17.5,0,38,62,0,1
18,0,36,64,0,2
18.5,0,34,66,0,2
19,0,33,67,0,1
19.5,0,31,69,0,2
20,0,30,70,0,1
20.5,0,30,70,0,0
21,0,30,70,0,0
21.5,0,30,70,0,0
22,0,30,70,0,0
22.5,0,29,71,0,1
23,0,28,72,0,1
23.5,0,27,73,0,1
24,0,25,75,0,2
24.5,0,25,75,0,0
25,0,24,76,0,1
25.5,0,24,76,0,0
26,0,23,77,0,1
26.5,0,23,77,0,0
27,0,22,78,0,1
27.5,0,21,79,0,1
28,0,21,79,0,0
28.5,0,19,81,0,2
29,0,19,81,0,0
29.5,0,18,82,0,1
30,0,18,82,0,0
30.5,0,18,82,0,0
31,0,18,82,0,0
31.5,0,16,84,0,2
32,0,15,85,0,1
32.5,0,15,85,0,0
33,0,14,86,0,1
33.5,0,12,88,0,2
34,0,12,88,0,0
34.5,0,11,89,0,1
35,0,11,89,0,0
35.5,0,11,89,0,0
36,0,10,90,0,1
36.5,0,10,90,0,0
37,0,9,91,0,1
37.5,0,9,91,0,0
38,0,9,91,0,0
38.5,0,9,91,0,0
39,0,9,91,0,0
39.5,0,9,91,0,0
40,0,9,91,0,0
40.5,0,8,92,0,1
41,0,7,93,0,1
41.5,0,6,94,0,1
42,0,6,94,0,0
42.5,0,6,94,0,0
43,0,5,95,0,1
43.5,0,5,95,0,0
44,0,5,95,0,0
44.5,0,5,95,0,0
45,0,5,95,0,0
45.5,0,3,97,0,2
46,0,3,97,0,0
46.5,0,3,97,0,0
47,0,3,97,0,0
47.5,0,3,97,0,0
48,0,2,98,0,1
48.5,0,2,98,0,0
49,0,1,99,0,1
49.5,0,1,99,0,0
50,0,1,99,0,0
50.5,0,1,99,0,0
51,0,1,99,0,0
51.5,0,1,99,0,0
52,0,1,99,0,0
52.5,0,1,99,0,0
53,0,1,99,0,0
53.5,0,1,99,0,0
54,0,0,100,0,1
54.5,0,0,100,0,0
55,0,0,100,0,0
55.5,0,0,100,0,0
56,0,0,100,0,0
56.5,0,0,100,0,0
57,0,0,100,0,0
57.5,0,0,100,0,0
58,0,0,100,0,0
58.5,0,0,100,0,0
59,0,0,100,0,0
59.5,0,0,100,0,0
60,0,0,100,0,0
60.5,0,0,100,0,0
61,0,0,100,0,0
61.5,0,0,100,0,0
62,0,0,100,0,0
62.5,0,0,100,0,0
63,0,0,100,0,0
63.5,0,0,100,0,0
64,0,0,100,0,0
64.5,0,0,100,0,0
65,0,0,100,0,0
65.5,0,0,100,0,0
66,0,0,100,0,0
66.5,0,0,100,0,0
67,0,0,100,0,0
67.5,0,0,100,0,0
68,0,0,100,0,0
68.5,0,0,100,0,0
69,0,0,100,0,0
69.5,0,0,100,0,0
70,0,0,100,0,0
70.5,0,0,100,0,0
71,0,0,100,0,0
71.5,0,0,100,0,0
72,0,0,100,0,0
72.5,0,0,100,0,0
73,0,0,100,0,0
73.5,0,0,100,0,0
74,0,0,100,0,0
74.5,0,0,100,0,0
75,0,0,100,0,0
75.5,0,0,100,0,0
76,0,0,100,0,0
76.5,0,0,100,0,0
77,0,0,100,0,0
77.5,0,0,100,0,0
78,0,0,100,0,0
78.5,0,0,100,0,0
79,0,0,100,0,0
79.5,0,0,100,0,0
80,0,0,100,0,0
