"time","S","I","R","new_I","new_R"
0,196,4,0,4,0
0.5,176,24,0,20,0
1,84,116,0,92,0
1.5,10,184,6,74,6
2,0,186,14,10,8
2.5,0,176,24,0,10
3,0,172,28,0,4
3.5,0,164,36,0,8
4,0,158,42,0,6
4.5,0,151,49,0,7
5,0,142,58,0,9
5.5,0,134,66,0,8
6,0,129,71,0,5
6.5,0,120,80,0,9
7,0,118,82,0,2
7.5,0,112,88,0,6
8,0,106,94,0,6
8.5,0,100,100,0,6
9,0,97,103,0,3
9.5,0,96,104,0,1
10,0,92,108,0,4
10.5,0,88,112,0,4
11,0,87,113,0,1
11.5,0,85,115,0,2
12,0,79,121,0,6
12.5,0,76,124,0,3
13,0,73,127,0,3
13.5,0,71,129,0,2
14,0,68,132,0,3
14.5,0,67,133,0,1
15,0,64,136,0,3
15.5,0,61,139,0,3
16,0,60,140,0,1
16.5,0,58,142,0,2
17,0,57,143,0,1
17.5,0,54,146,0,3
18,0,50,150,0,4
18.5,0,48,152,0,2
19,0,44,156,0,4
19.5,0,43,157,0,1
20,0,42,158,0,1
20.5,0,41,159,0,1
21,0,40,160,0,1
21.5,0,38,162,0,2
22,0,35,165,0,3
22.5,0,35,165,0,0
23,0,33,167,0,2
23.5,0,31,169,0,2
24,0,29,171,0,2
24.5,0,26,174,0,3
25,0,26,174,0,0
25.5,0,24,176,0,2
26,0,23,177,0,1
26.5,0,21,179,0,2
27,0,19,181,0,2
27.5,0,19,181,0,0
28,0,19,181,0,0
28.5,0,15,185,0,4
29,0,15,185,0,0
29.5,0,14,186,0,1
30,0,12,188,0,2
30.5,0,10,190,0,2
31,0,9,191,0,1
31.5,0,9,191,0,0
32,0,8,192,0,1
32.5,0,7,193,0,1
33,0,7,193,0,0
33.5,0,7,193,0,0
34,0,7,193,0,0
34.5,0,7,193,0,0
35,0,6,194,0,1
35.5,0,6,194,0,0
36,0,6,194,0,0
36.5,0,6,194,0,0
37,0,6,194,0,0
37.5,0,6,194,0,0
38,0,6,194,0,0
38.5,0,5,195,0,1
39,0,5,195,0,0
39.5,0,4,196,0,1
40,0,2,198,0,2
40.5,0,2,198,0,0
41,0,2,198,0,0
41.5,0,2,198,0,0
42,0,2,198,0,0
42.5,0,2,198,0,0
43,0,2,198,0,0
43.5,0,2,198,0,0
44,0,2,198,0,0
44.5,0,2,198,0,0
45,0,1,199,0,1
45.5,0,1,199,0,0
46,0,1,199,0,0
46.5,0,1,199,0,0
47,0,1,199,0,0
47.5,0,1,199,0,0
48,0,1,199,0,0
48.5,0,1,199,0,0
49,0,1,199,0,0
49.5,0,1,199,0,0
50,0,1,199,0,0
50.5,0,1,199,0,0
51,0,1,199,0,0
51.5,0,1,199,0,0
52,0,1,199,0,0
52.5,0,1,199,0,0
53,0,1,199,0,0
53.5,0,1,199,0,0
54,0,1,199,0,0
54.5,0,1,199,0,0
55,0,1,199,0,0
55.5,0,1,199,0,0
56,0,1,199,0,0
56.5,0,1,199,0,0
57,0,1,199,0,0
57.5,0,1,199,0,0
58,0,1,199,0,0
58.5,0,1,199,0,0
59,0,1,199,0,0
59.5,0,1,199,0,0
60,0,1,199,0,0
60.5,0,1,199,0,0
61,0,1,199,0,0
61.5,0,1,199,0,0
62,0,1,199,0,0
62.5,0,1,199,0,0
63,0,1,199,0,0
63.5,0,1,199,0,0
64,0,1,199,0,0
64.5,0,1,199,0,0
65,0,1,199,0,0
65.5,0,1,199,0,0
66,0,1,199,0,0
66.5,0,1,199,0,0
67,0,1,199,0,0
67.5,0,1,199,0,0
68,0,1,199,0,0
68.5,0,1,199,0,0
69,0,1,199,0,0
69.5,0,1,199,0,0
70,0,1,199,0,0
70.5,0,1,199,0,0
71,0,1,199,0,0
71.5,0,1,199,0,0
72,0,1,199,0,0
72.5,0,1,199,0,0
73,0,1,199,0,0
73.5,0,1,199,0,0
74,0,1,199,0,0
74.5,0,1,199,0,0
75,0,1,199,0,0
75.5,0,1,199,0,0
76,0,1,199,0,0
76.5,0,1,199,0,0
77,0,0,200,0,1
77.5,0,0,200,0,0
78,0,0,200,0,0
78.5,0,0,200,0,0
79,0,0,200,0,0
79.5,0,0,200,0,0
80,0,0,200,0,0
