"time","S","I","R","new_I","new_R"
0,980,20,0,20,0
0.5,545,453,2,435,2
1,0,983,17,545,15
1.5,0,953,47,0,30
2,0,917,83,0,36
2.5,0,883,117,0,34
3,0,852,148,0,31
3.5,0,819,181,0,33
4,0,777,223,0,42
4.5,0,749,251,0,28
5,0,726,274,0,23
5.5,0,701,299,0,25
6,0,675,325,0,26
6.5,0,654,346,0,21
7,0,629,371,0,25
7.5,0,612,388,0,17
8,0,591,409,0,21
8.5,0,573,427,0,18
9,0,551,449,0,22
9.5,0,530,470,0,21
10,0,508,492,0,22
10.5,0,487,513,0,21
11,0,469,531,0,18
11.5,0,453,547,0,16
12,0,442,558,0,11
12.5,0,429,571,0,13
13,0,409,591,0,20
13.5,0,393,607,0,16
14,0,373,627,0,20
14.5,0,359,641,0,14
15,0,349,651,0,10
15.5,0,345,655,0,4
16,0,330,670,0,15
16.5,0,321,679,0,9
17,0,305,695,0,16
17.5,0,296,704,0,9
18,0,284,716,0,12
18.5,0,272,728,0,12
19,0,258,742,0,14
19.5,0,244,756,0,14
20,0,236,764,0,8
20.5,0,226,774,0,10
21,0,220,780,0,6
21.5,0,212,788,0,8
22,0,204,796,0,8
22.5,0,199,801,0,5
23,0,191,809,0,8
23.5,0,178,822,0,13
24,0,169,831,0,9
24.5,0,166,834,0,3
25,0,159,841,0,7
25.5,0,154,846,0,5
26,0,147,853,0,7
26.5,0,139,861,0,8
27,0,136,864,0,3
27.5,0,129,871,0,7
28,0,124,876,0,5
28.5,0,118,882,0,6
29,0,114,886,0,4
29.5,0,110,890,0,4
30,0,107,893,0,3
30.5,0,101,899,0,6
31,0,93,907,0,8
31.5,0,93,907,0,0
32,0,89,911,0,4
32.5,0,86,914,0,3
33,0,82,918,0,4
33.5,0,76,924,0,6
34,0,73,927,0,3
34.5,0,66,934,0,7
35,0,64,936,0,2
35.5,0,64,936,0,0
36,0,62,938,0,2
36.5,0,61,939,0,1
37,0,57,943,0,4
37.5,0,57,943,0,0
38,0,52,948,0,5
38.5,0,49,951,0,3
39,0,48,952,0,1
39.5,0,46,954,0,2
40,0,42,958,0,4
40.5,0,41,959,0,1
41,0,40,960,0,1
41.5,0,39,961,0,1
42,0,38,962,0,1
42.5,0,36,964,0,2
43,0,36,964,0,0
43.5,0,34,966,0,2
44,0,34,966,0,0
44.5,0,34,966,0,0
45,0,33,967,0,1
45.5,0,30,970,0,3
46,0,27,973,0,3
46.5,0,25,975,0,2
47,0,23,977,0,2
47.5,0,22,978,0,1
48,0,21,979,0,1
48.5,0,19,981,0,2
49,0,16,984,0,3
49.5,0,15,985,0,1
50,0,15,985,0,0
50.5,0,14,986,0,1
51,0,13,987,0,1
51.5,0,13,987,0,0
52,0,12,988,0,1
52.5,0,11,989,0,1
53,0,11,989,0,0
53.5,0,11,989,0,0
54,0,10,990,0,1
54.5,0,7,993,0,3
55,0,6,994,0,1
55.5,0,6,994,0,0
56,0,5,995,0,1
56.5,0,5,995,0,0
57,0,5,995,0,0
57.5,0,5,995,0,0
58,0,5,995,0,0
58.5,0,5,995,0,0
59,0,5,995,0,0
59.5,0,5,995,0,0
60,0,5,995,0,0
60.5,0,5,995,0,0
61,0,5,995,0,0
61.5,0,5,995,0,0
62,0,5,995,0,0
62.5,0,5,995,0,0
63,0,4,996,0,1
63.5,0,4,996,0,0
64,0,3,997,0,1
64.5,0,3,997,0,0
65,0,3,997,0,0
65.5,0,3,997,0,0
66,0,3,997,0,0
66.5,0,3,997,0,0
67,0,3,997,0,0
67.5,0,3,997,0,0
68,0,3,997,0,0
68.5,0,3,997,0,0
69,0,3,997,0,0
69.5,0,3,997,0,0
70,0,1,999,0,2
70.5,0,0,1000,0,1
71,0,0,1000,0,0
71.5,0,0,1000,0,0
72,0,0,1000,0,0
72.5,0,0,1000,0,0
73,0,0,1000,0,0
73.5,0,0,1000,0,0
74,0,0,1000,0,0
74.5,0,0,1000,0,0
75,0,0,1000,0,0
75.5,0,0,1000,0,0
76,0,0,1000,0,0
76.5,0,0,1000,0,0
77,0,0,1000,0,0
77.5,0,0,1000,0,0
78,0,0,1000,0,0
78.5,0,0,1000,0,0
79,0,0,1000,0,0
79.5,0,0,1000,0,0
80,0,0,1000,0,0
