"time","S","I","R","new_I","new_R"
0,99,1,0,1,0
0.5,99,1,0,0,0
1,99,1,0,0,0
1.5,99,1,0,0,0
2,99,1,0,0,0
2.5,99,1,0,0,0
3,99,1,0,0,0
3.5,99,1,0,0,0
4,98,2,0,1,0
4.5,97,3,0,1,0
5,96,4,0,1,0
5.5,96,4,0,0,0
6,95,4,1,1,1
6.5,93,6,1,2,0
7,91,7,2,2,1
7.5,89,9,2,2,0
8,89,9,2,0,0
8.5,89,9,2,0,0
9,89,9,2,0,0
9.5,87,11,2,2,0
10,86,11,3,1,1
10.5,84,12,4,2,1
11,79,17,4,5,0
11.5,74,22,4,5,0
12,74,22,4,0,0
12.5,69,25,6,5,2
13,66,27,7,3,1
13.5,62,30,8,4,1
14,58,34,8,4,0
14.5,57,34,9,1,1
15,52,33,15,5,6
15.5,47,36,17,5,2
16,44,38,18,3,1
16.5,39,42,19,5,1
17,36,42,22,3,3
17.5,32,46,22,4,0
18,28,48,24,4,2
18.5,26,49,25,2,1
19,23,51,26,3,1
19.5,21,49,30,2,4
20,17,52,31,4,1
20.5,15,52,33,2,2
21,14,52,34,1,1
21.5,14,51,35,0,1
22,10,54,36,4,1
22.5,10,53,37,0,1
23,8,50,42,2,5
23.5,7,50,43,1,1
24,5,47,48,2,5
24.5,5,45,50,0,2
25,5,41,54,0,4
25.5,4,41,55,1,1
26,4,41,55,0,0
26.5,3,39,58,1,3
27,2,40,58,1,0
27.5,2,40,58,0,0
28,1,41,58,1,0
28.5,1,40,59,0,1
29,1,38,61,0,2
29.5,0,39,61,1,0
30,0,38,62,0,1
30.5,0,37,63,0,1
31,0,36,64,0,1
31.5,0,35,65,0,1
32,0,34,66,0,1
32.5,0,33,67,0,1
33,0,33,67,0,0
33.5,0,30,70,0,3
34,0,27,73,0,3
34.5,0,27,73,0,0
35,0,27,73,0,0
35.5,0,27,73,0,0
36,0,25,75,0,2
36.5,0,22,78,0,3
37,0,21,79,0,1
37.5,0,20,80,0,1
38,0,18,82,0,2
38.5,0,17,83,0,1
39,0,16,84,0,1
39.5,0,16,84,0,0
40,0,16,84,0,0
40.5,0,16,84,0,0
41,0,16,84,0,0
41.5,0,16,84,0,0
42,0,16,84,0,0
42.5,0,15,85,0,1
43,0,14,86,0,1
43.5,0,14,86,0,0
44,0,14,86,0,0
44.5,0,12,88,0,2
45,0,12,88,0,0
45.5,0,8,92,0,4
46,0,7,93,0,1
46.5,0,7,93,0,0
47,0,7,93,0,0
47.5,0,7,93,0,0
48,0,7,93,0,0
48.5,0,7,93,0,0
49,0,6,94,0,1
49.5,0,6,94,0,0
50,0,5,95,0,1
50.5,0,5,95,0,0
51,0,5,95,0,0
51.5,0,5,95,0,0
52,0,5,95,0,0
52.5,0,5,95,0,0
53,0,5,95,0,0
53.5,0,5,95,0,0
54,0,5,95,0,0
54.5,0,5,95,0,0
55,0,5,95,0,0
55.5,0,5,95,0,0
56,0,5,95,0,0
56.5,0,5,95,0,0
57,0,5,95,0,0
57.5,0,5,95,0,0
58,0,5,95,0,0
58.5,0,5,95,0,0
59,0,5,95,0,0
59.5,0,5,95,0,0
60,0,5,95,0,0
60.5,0,5,95,0,0
61,0,5,95,0,0
61.5,0,5,95,0,0
62,0,5,95,0,0
62.5,0,5,95,0,0
63,0,5,95,0,0
63.5,0,4,96,0,1
64,0,4,96,0,0
64.5,0,4,96,0,0
65,0,4,96,0,0
65.5,0,4,96,0,0
66,0,4,96,0,0
66.5,0,4,96,0,0
67,0,4,96,0,0
67.5,0,4,96,0,0
68,0,4,96,0,0
68.5,0,4,96,0,0
69,0,4,96,0,0
69.5,0,4,96,0,0
70,0,2,98,0,2
70.5,0,2,98,0,0
71,0,1,99,0,1
71.5,0,1,99,0,0
72,0,1,99,0,0
72.5,0,1,99,0,0
73,0,1,99,0,0
73.5,0,1,99,0,0
74,0,1,99,0,0
74.5,0,1,99,0,0
75,0,0,100,0,1
75.5,0,0,100,0,0
76,0,0,100,0,0
76.5,0,0,100,0,0
77,0,0,100,0,0
77.5,0,0,100,0,0
78,0,0,100,0,0
78.5,0,0,100,0,0
79,0,0,100,0,0
79.5,0,0,100,0,0
80,0,0,100,0,0
