"time","S","I","R","new_I","new_R"
0,980,20,0,20,0
0.5,977,23,0,3,0
1,974,25,1,3,1
1.5,972,25,3,2,2
2,971,26,3,1,0
2.5,968,28,4,3,1
3,963,32,5,5,1
3.5,957,38,5,6,0
4,952,40,8,5,3
4.5,946,44,10,6,2
5,941,46,13,5,3
5.5,936,47,17,5,4
6,929,54,17,7,0
6.5,924,56,20,5,3
7,917,59,24,7,4
7.5,911,62,27,6,3
8,896,70,34,15,7
8.5,889,72,39,7,5
9,873,82,45,16,6
9.5,868,80,52,5,7
10,861,83,56,7,4
10.5,852,87,61,9,5
11,840,94,66,12,5
11.5,825,99,76,15,10
12,815,102,83,10,7
12.5,809,104,87,6,4
13,801,107,92,8,5
13.5,794,109,97,7,5
14,785,114,101,9,4
14.5,776,117,107,9,6
15,766,117,117,10,10
15.5,752,125,123,14,6
16,742,125,133,10,10
16.5,732,132,136,10,3
17,724,135,141,8,5
17.5,717,135,148,7,7
18,705,135,160,12,12
18.5,695,139,166,10,6
19,689,133,178,6,12
19.5,681,128,191,8,13
20,669,128,203,12,12
20.5,659,128,213,10,10
21,650,131,219,9,6
21.5,643,123,234,7,15
22,637,121,242,6,8
22.5,629,118,253,8,11
23,621,122,257,8,4
23.5,615,120,265,6,8
24,608,120,272,7,7
24.5,603,118,279,5,7
25,596,111,293,7,14
25.5,590,111,299,6,6
26,583,114,303,7,4
26.5,577,115,308,6,5
27,569,117,314,8,6
27.5,562,115,323,7,9
28,550,115,335,12,12
28.5,544,108,348,6,13
29,541,103,356,3,8
29.5,537,99,364,4,8
30,530,99,371,7,7
30.5,522,102,376,8,5
31,511,107,382,11,6
31.5,505,108,387,6,5
32,499,108,393,6,6
32.5,495,105,400,4,7
33,487,108,405,8,5
33.5,481,106,413,6,8
34,481,97,422,0,9
34.5,473,99,428,8,6
35,467,99,434,6,6
35.5,460,104,436,7,2
36,456,102,442,4,6
36.5,449,97,454,7,12
37,446,89,465,3,11
37.5,441,85,474,5,9
38,441,77,482,0,8
38.5,440,73,487,1,5
39,438,74,488,2,1
39.5,432,77,491,6,3
40,430,75,495,2,4
40.5,426,72,502,4,7
41,422,68,510,4,8
41.5,419,65,516,3,6
42,418,65,517,1,1
42.5,414,67,519,4,2
43,412,64,524,2,5
43.5,410,62,528,2,4
44,408,61,531,2,3
44.5,405,61,534,3,3
45,402,62,536,3,2
45.5,399,60,541,3,5
46,395,61,544,4,3
46.5,393,54,553,2,9
47,392,51,557,1,4
47.5,389,51,560,3,3
48,387,50,563,2,3
48.5,386,46,568,1,5
49,382,48,570,4,2
49.5,381,46,573,1,3
50,381,41,578,0,5
50.5,379,41,580,2,2
51,379,36,585,0,5
51.5,378,36,586,1,1
52,376,34,590,2,4
52.5,374,35,591,2,1
53,373,29,598,1,7
53.5,370,28,602,3,4
54,369,24,607,1,5
54.5,368,23,609,1,2
55,368,22,610,0,1
55.5,368,22,610,0,0
56,368,21,611,0,1
56.5,366,22,612,2,1
57,366,21,613,0,1
57.5,366,19,615,0,2
58,366,15,619,0,4
58.5,366,15,619,0,0
59,365,15,620,1,1
59.5,365,14,621,0,1
60,365,13,622,0,1
60.5,364,11,625,1,3
61,363,9,628,1,3
61.5,363,9,628,0,0
62,362,8,630,1,2
62.5,362,8,630,0,0
63,362,8,630,0,0
63.5,362,8,630,0,0
64,362,8,630,0,0
64.5,360,9,631,2,1
65,360,6,634,0,3
65.5,360,6,634,0,0
66,360,6,634,0,0
66.5,360,6,634,0,0
67,360,5,635,0,1
67.5,360,5,635,0,0
68,360,5,635,0,0
68.5,360,5,635,0,0
69,360,5,635,0,0
69.5,360,5,635,0,0
70,360,3,637,0,2
70.5,359,4,637,1,0
71,359,3,638,0,1
71.5,359,3,638,0,0
72,358,3,639,1,1
72.5,358,3,639,0,0
73,358,1,641,0,2
73.5,358,1,641,0,0
74,358,1,641,0,0
74.5,358,1,641,0,0
75,358,1,641,0,0
75.5,358,1,641,0,0
76,358,1,641,0,0
76.5,358,1,641,0,0
77,358,1,641,0,0
77.5,358,1,641,0,0
78,358,1,641,0,0
78.5,358,1,641,0,0
79,358,1,641,0,0
79.5,358,0,642,0,1
80,358,0,642,0,0
