"time","S","I","R","new_I","new_R"
0,49,1,0,1,0
0.5,49,1,0,0,0
1,48,2,0,1,0
1.5,47,3,0,1,0
2,47,3,0,0,0
2.5,47,3,0,0,0
3,45,5,0,2,0
3.5,45,4,1,0,1
4,45,4,1,0,0
4.5,45,4,1,0,0
5,45,4,1,0,0
5.5,45,4,1,0,0
6,45,3,2,0,1
6.5,44,3,3,1,1
7,44,1,5,0,2
7.5,44,1,5,0,0
8,44,1,5,0,0
8.5,44,1,5,0,0
9,43,2,5,1,0
9.5,42,3,5,1,0
10,42,3,5,0,0
10.5,42,3,5,0,0
11,42,3,5,0,0
11.5,42,3,5,0,0
12,42,3,5,0,0
12.5,42,3,5,0,0
13,42,3,5,0,0
13.5,42,3,5,0,0
14,42,3,5,0,0
14.5,41,4,5,1,0
15,41,4,5,0,0
15.5,40,5,5,1,0
16,40,5,5,0,0
16.5,39,5,6,1,1
17,39,5,6,0,0
17.5,39,5,6,0,0
18,39,4,7,0,1
18.5,39,4,7,0,0
19,38,5,7,1,0
19.5,38,5,7,0,0
20,38,5,7,0,0
20.5,38,5,7,0,0
21,37,6,7,1,0
21.5,36,6,8,1,1
22,34,8,8,2,0
22.5,33,9,8,1,0
23,29,13,8,4,0
23.5,28,14,8,1,0
24,27,13,10,1,2
24.5,27,13,10,0,0
25,25,14,11,2,1
25.5,25,14,11,0,0
26,24,14,12,1,1
26.5,24,14,12,0,0
27,23,15,12,1,0
27.5,21,17,12,2,0
28,20,18,12,1,0
28.5,18,16,16,2,4
29,18,14,18,0,2
29.5,17,15,18,1,0
30,17,15,18,0,0
30.5,17,14,19,0,1
31,15,16,19,2,0
31.5,15,11,24,0,5
32,15,9,26,0,2
32.5,15,9,26,0,0
33,14,7,29,1,3
33.5,14,6,30,0,1
34,13,7,30,1,0
34.5,13,7,30,0,0
35,13,6,31,0,1
35.5,13,5,32,0,1
36,13,5,32,0,0
36.5,13,5,32,0,0
37,13,5,32,0,0
37.5,13,4,33,0,1
38,13,4,33,0,0
38.5,13,3,34,0,1
39,13,2,35,0,1
39.5,12,3,35,1,0
40,12,3,35,0,0
40.5,12,3,35,0,0
41,12,3,35,0,0
41.5,12,3,35,0,0
42,12,2,36,0,1
42.5,11,3,36,1,0
43,11,1,38,0,2
43.5,11,1,38,0,0
44,11,1,38,0,0
44.5,11,1,38,0,0
45,11,1,38,0,0
45.5,11,1,38,0,0
46,11,1,38,0,0
46.5,11,1,38,0,0
47,11,1,38,0,0
47.5,11,1,38,0,0
48,11,1,38,0,0
48.5,11,1,38,0,0
49,11,1,38,0,0
49.5,11,1,38,0,0
50,11,1,38,0,0
50.5,11,1,38,0,0
51,11,0,39,0,1
51.5,11,0,39,0,0
52,11,0,39,0,0
52.5,11,0,39,0,0
53,11,0,39,0,0
53.5,11,0,39,0,0
54,11,0,39,0,0
54.5,11,0,39,0,0
55,11,0,39,0,0
55.5,11,0,39,0,0
56,11,0,39,0,0
56.5,11,0,39,0,0
57,11,0,39,0,0
57.5,11,0,39,0,0
58,11,0,39,0,0
58.5,11,0,39,0,0
59,11,0,39,0,0
59.5,11,0,39,0,0
60,11,0,39,0,0
60.5,11,0,39,0,0
61,11,0,39,0,0
61.5,11,0,39,0,0
62,11,0,39,0,0
62.5,11,0,39,0,0
63,11,0,39,0,0
63.5,11,0,39,0,0
64,11,0,39,0,0
64.5,11,0,39,0,0
65,11,0,39,0,0
65.5,11,0,39,0,0
66,11,0,39,0,0
66.5,11,0,39,0,0
67,11,0,39,0,0
67.5,11,0,39,0,0
68,11,0,39,0,0
68.5,11,0,39,0,0
69,11,0,39,0,0
69.5,11,0,39,0,0
70,11,0,39,0,0
70.5,11,0,39,0,0
71,11,0,39,0,0
71.5,11,0,39,0,0
72,11,0,39,0,0
72.5,11,0,39,0,0
73,11,0,39,0,0
73.5,11,0,39,0,0
74,11,0,39,0,0
74.5,11,0,39,0,0
75,11,0,39,0,0
75.5,11,0,39,0,0
76,11,0,39,0,0
76.5,11,0,39,0,0
77,11,0,39,0,0
77.5,11,0,39,0,0
78,11,0,39,0,0
78.5,11,0,39,0,0
79,11,0,39,0,0
79.5,11,0,39,0,0
80,11,0,39,0,0
