"time","S","I","R","new_I","new_R"
0,980,20,0,20,0
0.5,972,28,0,8,0
1,956,42,2,16,2
1.5,943,49,8,13,6
2,922,69,9,21,1
2.5,896,90,14,26,5
3,873,108,19,23,5
3.5,842,132,26,31,7
4,794,177,29,48,3
4.5,742,216,42,52,13
5,684,267,49,58,7
5.5,629,313,58,55,9
6,572,352,76,57,18
6.5,498,411,91,74,15
7,436,451,113,62,22
7.5,374,490,136,62,23
8,309,517,174,65,38
8.5,244,553,203,65,29
9,200,563,237,44,34
9.5,172,567,261,28,24
10,135,573,292,37,31
10.5,107,567,326,28,34
11,84,557,359,23,33
11.5,59,548,393,25,34
12,51,524,425,8,32
12.5,43,502,455,8,30
13,32,499,469,11,14
13.5,29,484,487,3,18
14,21,474,505,8,18
14.5,16,459,525,5,20
15,12,445,543,4,18
15.5,9,422,569,3,26
16,7,409,584,2,15
16.5,6,390,604,1,20
17,4,367,629,2,25
17.5,3,352,645,1,16
18,3,330,667,0,22
18.5,3,318,679,0,12
19,3,301,696,0,17
19.5,2,287,711,1,15
20,2,273,725,0,14
20.5,2,262,736,0,11
21,2,253,745,0,9
21.5,2,245,753,0,8
22,2,235,763,0,10
22.5,2,223,775,0,12
23,2,212,786,0,11
23.5,2,199,799,0,13
24,2,194,804,0,5
24.5,2,184,814,0,10
25,1,175,824,1,10
25.5,1,168,831,0,7
26,1,160,839,0,8
26.5,1,153,846,0,7
27,1,143,856,0,10
27.5,1,135,864,0,8
28,1,127,872,0,8
28.5,1,117,882,0,10
29,1,110,889,0,7
29.5,1,101,898,0,9
30,0,97,903,1,5
30.5,0,92,908,0,5
31,0,87,913,0,5
31.5,0,77,923,0,10
32,0,72,928,0,5
32.5,0,68,932,0,4
33,0,64,936,0,4
33.5,0,62,938,0,2
34,0,58,942,0,4
34.5,0,56,944,0,2
35,0,52,948,0,4
35.5,0,50,950,0,2
36,0,45,955,0,5
36.5,0,43,957,0,2
37,0,40,960,0,3
37.5,0,37,963,0,3
38,0,34,966,0,3
38.5,0,32,968,0,2
39,0,29,971,0,3
39.5,0,28,972,0,1
40,0,27,973,0,1
40.5,0,27,973,0,0
41,0,26,974,0,1
41.5,0,26,974,0,0
42,0,26,974,0,0
42.5,0,22,978,0,4
43,0,22,978,0,0
43.5,0,21,979,0,1
44,0,20,980,0,1
44.5,0,19,981,0,1
45,0,17,983,0,2
45.5,0,15,985,0,2
46,0,15,985,0,0
46.5,0,15,985,0,0
47,0,15,985,0,0
47.5,0,13,987,0,2
48,0,13,987,0,0
48.5,0,13,987,0,0
49,0,11,989,0,2
49.5,0,11,989,0,0
50,0,11,989,0,0
50.5,0,11,989,0,0
51,0,10,990,0,1
51.5,0,10,990,0,0
52,0,9,991,0,1
52.5,0,9,991,0,0
53,0,8,992,0,1
53.5,0,7,993,0,1
54,0,6,994,0,1
54.5,0,5,995,0,1
55,0,5,995,0,0
55.5,0,5,995,0,0
56,0,5,995,0,0
56.5,0,5,995,0,0
57,0,5,995,0,0
57.5,0,4,996,0,1
58,0,4,996,0,0
58.5,0,4,996,0,0
59,0,4,996,0,0
59.5,0,4,996,0,0
60,0,4,996,0,0
60.5,0,4,996,0,0
61,0,4,996,0,0
61.5,0,4,996,0,0
62,0,4,996,0,0
62.5,0,4,996,0,0
63,0,3,997,0,1
63.5,0,3,997,0,0
64,0,3,997,0,0
64.5,0,3,997,0,0
65,0,3,997,0,0
65.5,0,3,997,0,0
66,0,3,997,0,0
66.5,0,3,997,0,0
67,0,2,998,0,1
67.5,0,2,998,0,0
68,0,2,998,0,0
68.5,0,2,998,0,0
69,0,2,998,0,0
69.5,0,2,998,0,0
70,0,2,998,0,0
70.5,0,2,998,0,0
71,0,2,998,0,0
71.5,0,2,998,0,0
72,0,2,998,0,0
72.5,0,2,998,0,0
73,0,2,998,0,0
73.5,0,2,998,0,0
74,0,2,998,0,0
74.5,0,2,998,0,0
75,0,2,998,0,0
75.5,0,2,998,0,0
76,0,2,998,0,0
76.5,0,2,998,0,0
77,0,2,998,0,0
77.5,0,2,998,0,0
78,0,2,998,0,0
78.5,0,2,998,0,0
79,0,1,999,0,1
79.5,0,1,999,0,0
80,0,1,999,0,0
