"time","S","I","R","new_I","new_R"
0,980,20,0,20,0
0.5,980,19,1,0,1
1,979,19,2,1,1
1.5,978,20,2,1,0
2,975,23,2,3,0
2.5,971,27,2,4,0
3,971,26,3,0,1
3.5,969,25,6,2,3
4,968,23,9,1,3
4.5,967,22,11,1,2
5,965,23,12,2,1
5.5,965,22,13,0,1
6,965,22,13,0,0
6.5,964,23,13,1,0
7,963,24,13,1,0
7.5,960,26,14,3,1
8,958,28,14,2,0
8.5,956,28,16,2,2
9,955,27,18,1,2
9.5,955,26,19,0,1
10,955,25,20,0,1
10.5,954,25,21,1,1
11,951,27,22,3,1
11.5,950,26,24,1,2
12,947,28,25,3,1
12.5,943,32,25,4,0
13,942,33,25,1,0
13.5,941,33,26,1,1
14,941,30,29,0,3
14.5,941,30,29,0,0
15,939,29,32,2,3
15.5,939,29,32,0,0
16,936,31,33,3,1
16.5,933,32,35,3,2
17,931,34,35,2,0
17.5,928,32,40,3,5
18,923,37,40,5,0
18.5,920,38,42,3,2
19,917,40,43,3,1
19.5,910,43,47,7,4
20,910,43,47,0,0
20.5,909,42,49,1,2
21,904,44,52,5,3
21.5,902,46,52,2,0
22,901,47,52,1,0
22.5,896,49,55,5,3
23,893,51,56,3,1
23.5,889,52,59,4,3
24,887,47,66,2,7
24.5,886,48,66,1,0
25,884,50,66,2,0
25.5,882,48,70,2,4
26,879,48,73,3,3
26.5,877,49,74,2,1
27,876,46,78,1,4
27.5,872,47,81,4,3
28,871,46,83,1,2
28.5,863,50,87,8,4
29,861,50,89,2,2
29.5,859,51,90,2,1
30,855,51,94,4,4
30.5,850,53,97,5,3
31,846,55,99,4,2
31.5,842,57,101,4,2
32,839,58,103,3,2
32.5,832,63,105,7,2
33,826,66,108,6,3
33.5,824,65,111,2,3
34,819,67,114,5,3
34.5,814,68,118,5,4
35,806,72,122,8,4
35.5,799,74,127,7,5
36,796,74,130,3,3
36.5,787,79,134,9,4
37,783,81,136,4,2
37.5,779,81,140,4,4
38,773,84,143,6,3
38.5,770,86,144,3,1
39,763,91,146,7,2
39.5,759,87,154,4,8
40,755,91,154,4,0
40.5,748,90,162,7,8
41,744,90,166,4,4
41.5,739,90,171,5,5
42,735,86,179,4,8
42.5,725,91,184,10,5
43,724,86,190,1,6
43.5,722,81,197,2,7
44,714,83,203,8,6
44.5,711,84,205,3,2
45,706,87,207,5,2
45.5,700,85,215,6,8
46,696,82,222,4,7
46.5,693,79,228,3,6
47,688,82,230,5,2
47.5,686,80,234,2,4
48,682,78,240,4,6
48.5,678,80,242,4,2
49,674,82,244,4,2
49.5,670,83,247,4,3
50,668,79,253,2,6
50.5,663,81,256,5,3
51,661,77,262,2,6
51.5,656,77,267,5,5
52,653,76,271,3,4
52.5,650,74,276,3,5
53,646,73,281,4,5
53.5,644,72,284,2,3
54,640,70,290,4,6
54.5,636,72,292,4,2
55,633,73,294,3,2
55.5,630,72,298,3,4
56,626,72,302,4,4
56.5,624,73,303,2,1
57,624,73,303,0,0
57.5,618,75,307,6,4
58,617,73,310,1,3
58.5,613,74,313,4,3
59,611,74,315,2,2
59.5,606,74,320,5,5
60,600,79,321,6,1
60.5,598,78,324,2,3
61,598,72,330,0,6
61.5,591,77,332,7,2
62,587,74,339,4,7
62.5,587,71,342,0,3
63,583,74,343,4,1
63.5,581,69,350,2,7
64,578,68,354,3,4
64.5,577,69,354,1,0
65,575,67,358,2,4
65.5,573,68,359,2,1
66,570,67,363,3,4
66.5,569,64,367,1,4
67,564,65,371,5,4
67.5,560,67,373,4,2
68,554,67,379,6,6
68.5,549,69,382,5,3
69,548,66,386,1,4
69.5,547,64,389,1,3
70,546,62,392,1,3
70.5,546,61,393,0,1
71,544,53,403,2,10
71.5,542,52,406,2,3
72,541,49,410,1,4
72.5,537,49,414,4,4
73,537,47,416,0,2
73.5,537,46,417,0,1
74,537,42,421,0,4
74.5,537,40,423,0,2
75,537,38,425,0,2
75.5,536,34,430,1,5
76,535,33,432,1,2
76.5,535,31,434,0,2
77,535,31,434,0,0
77.5,534,32,434,1,0
78,534,28,438,0,4
78.5,534,27,439,0,1
79,533,27,440,1,1
79.5,533,25,442,0,2
80,533,24,443,0,1
