"time","S","I","R","new_I","new_R"
0,49,1,0,1,0
0.5,49,1,0,0,0
1,49,1,0,0,0
1.5,49,1,0,0,0
2,49,1,0,0,0
2.5,48,2,0,1,0
3,48,2,0,0,0
3.5,48,2,0,0,0
4,48,2,0,0,0
4.5,47,3,0,1,0
5,47,3,0,0,0
5.5,46,4,0,1,0
6,44,6,0,2,0
6.5,42,7,1,2,1
7,42,6,2,0,1
7.5,42,6,2,0,0
8,42,5,3,0,1
8.5,42,5,3,0,0
9,42,5,3,0,0
9.5,42,5,3,0,0
10,42,3,5,0,2
10.5,42,3,5,0,0
11,41,4,5,1,0
11.5,41,4,5,0,0
12,39,6,5,2,0
12.5,39,6,5,0,0
13,38,6,6,1,1
13.5,37,7,6,1,0
14,37,7,6,0,0
14.5,37,7,6,0,0
15,35,9,6,2,0
15.5,35,9,6,0,0
16,35,9,6,0,0
16.5,34,10,6,1,0
17,33,10,7,1,1
17.5,33,10,7,0,0
18,33,10,7,0,0
18.5,33,9,8,0,1
19,32,8,10,1,2
19.5,32,8,10,0,0
20,29,11,10,3,0
20.5,28,11,11,1,1
21,28,11,11,0,0
21.5,27,11,12,1,1
22,26,11,13,1,1
22.5,26,9,15,0,2
23,25,9,16,1,1
23.5,25,9,16,0,0
24,23,11,16,2,0
24.5,23,10,17,0,1
25,23,9,18,0,1
25.5,22,10,18,1,0
26,21,10,19,1,1
26.5,20,9,21,1,2
27,19,10,21,1,0
27.5,18,11,21,1,0
28,17,12,21,1,0
28.5,17,12,21,0,0
29,16,13,21,1,0
29.5,16,10,24,0,3
30,15,10,25,1,1
30.5,14,10,26,1,1
31,13,11,26,1,0
31.5,12,11,27,1,1
32,12,10,28,0,1
32.5,11,8,31,1,3
33,11,5,34,0,3
33.5,11,5,34,0,0
34,11,5,34,0,0
34.5,11,5,34,0,0
35,11,5,34,0,0
35.5,11,5,34,0,0
36,11,5,34,0,0
36.5,10,6,34,1,0
37,10,5,35,0,1
37.5,10,4,36,0,1
38,10,4,36,0,0
38.5,10,4,36,0,0
39,9,5,36,1,0
39.5,9,5,36,0,0
40,9,5,36,0,0
40.5,8,6,36,1,0
41,7,7,36,1,0
41.5,7,7,36,0,0
42,7,7,36,0,0
42.5,7,7,36,0,0
43,7,7,36,0,0
43.5,7,7,36,0,0
44,6,8,36,1,0
44.5,6,7,37,0,1
45,6,7,37,0,0
45.5,6,6,38,0,1
46,6,6,38,0,0
46.5,6,5,39,0,1
47,6,5,39,0,0
47.5,5,6,39,1,0
48,5,5,40,0,1
48.5,5,4,41,0,1
49,5,4,41,0,0
49.5,5,4,41,0,0
50,5,4,41,0,0
50.5,5,4,41,0,0
51,5,4,41,0,0
51.5,5,4,41,0,0
52,5,4,41,0,0
52.5,5,4,41,0,0
53,5,3,42,0,1
53.5,5,3,42,0,0
54,5,3,42,0,0
54.5,4,4,42,1,0
55,4,3,43,0,1
55.5,4,3,43,0,0
56,4,3,43,0,0
56.5,4,3,43,0,0
57,4,3,43,0,0
57.5,4,3,43,0,0
58,4,3,43,0,0
58.5,4,3,43,0,0
59,4,2,44,0,1
59.5,4,2,44,0,0
60,4,2,44,0,0
60.5,4,2,44,0,0
61,4,2,44,0,0
61.5,4,2,44,0,0
62,4,2,44,0,0
62.5,4,2,44,0,0
63,4,1,45,0,1
63.5,4,1,45,0,0
64,4,1,45,0,0
64.5,4,1,45,0,0
65,4,1,45,0,0
65.5,4,1,45,0,0
66,4,1,45,0,0
66.5,4,1,45,0,0
67,4,1,45,0,0
67.5,4,1,45,0,0
68,4,1,45,0,0
68.5,4,1,45,0,0
69,4,1,45,0,0
69.5,4,1,45,0,0
70,4,1,45,0,0
70.5,4,1,45,0,0
71,4,1,45,0,0
71.5,4,1,45,0,0
72,4,1,45,0,0
72.5,4,1,45,0,0
73,4,1,45,0,0
73.5,4,1,45,0,0
74,4,1,45,0,0
74.5,4,0,46,0,1
75,4,0,46,0,0
75.5,4,0,46,0,0
76,4,0,46,0,0
76.5,4,0,46,0,0
77,4,0,46,0,0
77.5,4,0,46,0,0
78,4,0,46,0,0
78.5,4,0,46,0,0
79,4,0,46,0,0
79.5,4,0,46,0,0
80,4,0,46,0,0
