"time","S","I","R","new_I","new_R"
0,196,4,0,4,0
0.5,196,4,0,0,0
1,196,4,0,0,0
1.5,196,3,1,0,1
2,196,3,1,0,0
2.5,196,3,1,0,0
3,196,3,1,0,0
3.5,196,3,1,0,0
4,196,3,1,0,0
4.5,196,3,1,0,0
5,196,3,1,0,0
5.5,196,3,1,0,0
6,195,4,1,1,0
6.5,195,4,1,0,0
7,195,4,1,0,0
7.5,193,5,2,2,1
8,193,5,2,0,0
8.5,191,6,3,2,1
9,191,6,3,0,0
9.5,190,7,3,1,0
10,188,9,3,2,0
10.5,187,8,5,1,2
11,185,10,5,2,0
11.5,183,12,5,2,0
12,181,12,7,2,2
12.5,180,13,7,1,0
13,179,14,7,1,0
13.5,177,15,8,2,1
14,175,17,8,2,0
14.5,174,15,11,1,3
15,168,20,12,6,1
15.5,163,22,15,5,3
16,160,25,15,3,0
16.5,159,25,16,1,1
17,159,22,19,0,3
17.5,158,22,20,1,1
18,156,24,20,2,0
18.5,155,23,22,1,2
19,152,24,24,3,2
19.5,152,24,24,0,0
20,151,24,25,1,1
20.5,146,27,27,5,2
21,143,28,29,3,2
21.5,141,28,31,2,2
22,138,30,32,3,1
22.5,134,32,34,4,2
23,131,34,35,3,1
23.5,125,38,37,6,2
24,124,36,40,1,3
24.5,121,39,40,3,0
25,120,39,41,1,1
25.5,119,36,45,1,4
26,115,38,47,4,2
26.5,113,34,53,2,6
27,107,39,54,6,1
27.5,104,42,54,3,0
28,101,40,59,3,5
28.5,99,39,62,2,3
29,97,38,65,2,3
29.5,94,38,68,3,3
30,92,36,72,2,4
30.5,89,36,75,3,3
31,86,38,76,3,1
31.5,84,36,80,2,4
32,84,34,82,0,2
32.5,82,35,83,2,1
33,81,35,84,1,1
33.5,79,35,86,2,2
34,79,34,87,0,1
34.5,78,33,89,1,2
35,76,30,94,2,5
35.5,75,30,95,1,1
36,75,27,98,0,3
36.5,74,25,101,1,3
37,73,24,103,1,2
37.5,72,22,106,1,3
38,72,20,108,0,2
38.5,72,20,108,0,0
39,72,18,110,0,2
39.5,72,16,112,0,2
40,72,14,114,0,2
40.5,72,13,115,0,1
41,71,12,117,1,2
41.5,71,12,117,0,0
42,71,11,118,0,1
42.5,71,9,120,0,2
43,70,10,120,1,0
43.5,69,10,121,1,1
44,69,9,122,0,1
44.5,68,9,123,1,1
45,68,9,123,0,0
45.5,68,8,124,0,1
46,68,8,124,0,0
46.5,67,9,124,1,0
47,67,9,124,0,0
47.5,67,9,124,0,0
48,67,7,126,0,2
48.5,66,8,126,1,0
49,66,6,128,0,2
49.5,66,6,128,0,0
50,65,6,129,1,1
50.5,65,6,129,0,0
51,65,5,130,0,1
51.5,65,5,130,0,0
52,65,3,132,0,2
52.5,65,3,132,0,0
53,65,3,132,0,0
53.5,64,4,132,1,0
54,64,4,132,0,0
54.5,64,3,133,0,1
55,64,3,133,0,0
55.5,64,2,134,0,1
56,64,2,134,0,0
56.5,64,2,134,0,0
57,64,2,134,0,0
57.5,63,3,134,1,0
58,63,3,134,0,0
58.5,63,3,134,0,0
59,63,3,134,0,0
59.5,63,3,134,0,0
60,63,3,134,0,0
60.5,63,2,135,0,1
61,63,2,135,0,0
61.5,63,2,135,0,0
62,63,2,135,0,0
62.5,63,2,135,0,0
63,63,1,136,0,1
63.5,63,1,136,0,0
64,63,1,136,0,0
64.5,63,1,136,0,0
65,63,1,136,0,0
65.5,63,1,136,0,0
66,63,1,136,0,0
66.5,63,1,136,0,0
67,63,1,136,0,0
67.5,63,0,137,0,1
68,63,0,137,0,0
68.5,63,0,137,0,0
69,63,0,137,0,0
69.5,63,0,137,0,0
70,63,0,137,0,0
70.5,63,0,137,0,0
71,63,0,137,0,0
71.5,63,0,137,0,0
72,63,0,137,0,0
72.5,63,0,137,0,0
73,63,0,137,0,0
73.5,63,0,137,0,0
74,63,0,137,0,0
74.5,63,0,137,0,0
75,63,0,137,0,0
75.5,63,0,137,0,0
76,63,0,137,0,0
76.5,63,0,137,0,0
77,63,0,137,0,0
77.5,63,0,137,0,0
78,63,0,137,0,0
78.5,63,0,137,0,0
79,63,0,137,0,0
79.5,63,0,137,0,0
80,63,0,137,0,0
