"time","S","I","R","new_I","new_R"
0,980,20,0,20,0
0.5,977,23,0,3,0
1,975,22,3,2,3
1.5,974,23,3,1,0
2,973,23,4,1,1
2.5,966,27,7,7,3
3,965,27,8,1,1
3.5,963,28,9,2,1
4,962,27,11,1,2
4.5,958,29,13,4,2
5,956,30,14,2,1
5.5,953,30,17,3,3
6,950,32,18,3,1
6.5,949,32,19,1,1
7,948,30,22,1,3
7.5,948,29,23,0,1
8,948,28,24,0,1
8.5,945,29,26,3,2
9,944,28,28,1,2
9.5,939,33,28,5,0
10,934,37,29,5,1
10.5,930,39,31,4,2
11,926,41,33,4,2
11.5,921,44,35,5,2
12,916,48,36,5,1
12.5,913,50,37,3,1
13,909,52,39,4,2
13.5,905,54,41,4,2
14,900,56,44,5,3
14.5,895,54,51,5,7
15,891,54,55,4,4
15.5,885,59,56,6,1
16,879,64,57,6,1
16.5,872,69,59,7,2
17,868,69,63,4,4
17.5,865,71,64,3,1
18,854,79,67,11,3
18.5,849,78,73,5,6
19,845,79,76,4,3
19.5,836,84,80,9,4
20,832,85,83,4,3
20.5,828,84,88,4,5
21,823,85,92,5,4
21.5,820,85,95,3,3
22,817,83,100,3,5
22.5,809,89,102,8,2
23,802,92,106,7,4
23.5,797,91,112,5,6
24,789,94,117,8,5
24.5,783,98,119,6,2
25,776,101,123,7,4
25.5,770,103,127,6,4
26,761,107,132,9,5
26.5,757,102,141,4,9
27,754,102,144,3,3
27.5,748,106,146,6,2
28,744,106,150,4,4
28.5,735,114,151,9,1
29,732,114,154,3,3
29.5,727,111,162,5,8
30,722,109,169,5,7
30.5,712,114,174,10,5
31,705,116,179,7,5
31.5,700,116,184,5,5
32,696,115,189,4,5
32.5,691,115,194,5,5
33,677,121,202,14,8
33.5,671,122,207,6,5
34,667,123,210,4,3
34.5,660,125,215,7,5
35,657,120,223,3,8
35.5,655,117,228,2,5
36,649,121,230,6,2
36.5,642,121,237,7,7
37,632,122,246,10,9
37.5,626,124,250,6,4
38,622,119,259,4,9
38.5,617,122,261,5,2
39,609,126,265,8,4
39.5,603,127,270,6,5
40,597,127,276,6,6
40.5,591,127,282,6,6
41,588,121,291,3,9
41.5,584,117,299,4,8
42,582,112,306,2,7
42.5,577,112,311,5,5
43,570,112,318,7,7
43.5,566,111,323,4,5
44,561,112,327,5,4
44.5,556,109,335,5,8
45,550,109,341,6,6
45.5,546,104,350,4,9
46,542,104,354,4,4
46.5,537,106,357,5,3
47,532,106,362,5,5
47.5,529,104,367,3,5
48,521,107,372,8,5
48.5,513,110,377,8,5
49,510,109,381,3,4
49.5,507,103,390,3,9
50,506,96,398,1,8
50.5,503,92,405,3,7
51,501,90,409,2,4
51.5,495,90,415,6,6
52,490,92,418,5,3
52.5,486,92,422,4,4
53,482,92,426,4,4
53.5,475,95,430,7,4
54,472,93,435,3,5
54.5,466,96,438,6,3
55,459,98,443,7,5
55.5,457,92,451,2,8
56,452,91,457,5,6
56.5,450,87,463,2,6
57,445,86,469,5,6
57.5,442,87,471,3,2
58,439,87,474,3,3
58.5,437,86,477,2,3
59,434,87,479,3,2
59.5,431,84,485,3,6
60,425,88,487,6,2
60.5,423,86,491,2,4
61,420,83,497,3,6
61.5,420,77,503,0,6
62,413,80,507,7,4
62.5,412,76,512,1,5
63,412,71,517,0,5
63.5,410,67,523,2,6
64,406,69,525,4,2
64.5,405,68,527,1,2
65,404,64,532,1,5
65.5,404,61,535,0,3
66,403,59,538,1,3
66.5,400,60,540,3,2
67,397,62,541,3,1
67.5,394,59,547,3,6
68,393,58,549,1,2
68.5,388,59,553,5,4
69,385,59,556,3,3
69.5,384,58,558,1,2
70,381,60,559,3,1
70.5,378,60,562,3,3
71,378,55,567,0,5
71.5,375,56,569,3,2
72,373,56,571,2,2
72.5,371,54,575,2,4
73,371,52,577,0,2
73.5,371,50,579,0,2
74,369,50,581,2,2
74.5,366,48,586,3,5
75,363,48,589,3,3
75.5,363,47,590,0,1
76,361,48,591,2,1
76.5,357,48,595,4,4
77,357,44,599,0,4
77.5,355,43,602,2,3
78,354,44,602,1,0
78.5,352,45,603,2,1
79,350,45,605,2,2
79.5,350,40,610,0,5
80,350,38,612,0,2
