"time","S","I","R","new_I","new_R"
0,980,20,0,20,0
0.5,970,29,1,10,1
1,959,40,1,11,0
1.5,934,65,1,25,0
2,906,87,7,28,6
2.5,861,125,14,45,7
3,809,167,24,52,10
3.5,764,204,32,45,8
4,705,248,47,59,15
4.5,637,305,58,68,11
5,548,371,81,89,23
5.5,458,427,115,90,34
6,370,486,144,88,29
6.5,307,517,176,63,32
7,250,520,230,57,54
7.5,198,543,259,52,29
8,163,534,303,35,44
8.5,130,535,335,33,32
9,108,527,365,22,30
9.5,88,506,406,20,41
10,74,484,442,14,36
10.5,62,468,470,12,28
11,39,461,500,23,30
11.5,34,431,535,5,35
12,26,400,574,8,39
12.5,21,375,604,5,30
13,17,350,633,4,29
13.5,15,339,646,2,13
14,14,321,665,1,19
14.5,12,297,691,2,26
15,11,282,707,1,16
15.5,11,262,727,0,20
16,9,249,742,2,15
16.5,7,234,759,2,17
17,6,212,782,1,23
17.5,6,201,793,0,11
18,5,187,808,1,15
18.5,5,180,815,0,7
19,5,172,823,0,8
19.5,4,154,842,1,19
20,4,139,857,0,15
20.5,4,132,864,0,7
21,3,119,878,1,14
21.5,2,111,887,1,9
22,2,105,893,0,6
22.5,2,100,898,0,5
23,2,91,907,0,9
23.5,2,81,917,0,10
24,2,74,924,0,7
24.5,2,68,930,0,6
25,2,64,934,0,4
25.5,1,60,939,1,5
26,1,56,943,0,4
26.5,1,51,948,0,5
27,1,45,954,0,6
27.5,1,40,959,0,5
28,1,36,963,0,4
28.5,1,32,967,0,4
29,1,28,971,0,4
29.5,1,24,975,0,4
30,1,22,977,0,2
30.5,1,21,978,0,1
31,1,21,978,0,0
31.5,1,20,979,0,1
32,1,19,980,0,1
32.5,1,19,980,0,0
33,1,15,984,0,4
33.5,1,13,986,0,2
34,1,12,987,0,1
34.5,1,8,991,0,4
35,1,8,991,0,0
35.5,1,8,991,0,0
36,1,6,993,0,2
36.5,1,6,993,0,0
37,1,6,993,0,0
37.5,1,4,995,0,2
38,1,4,995,0,0
38.5,1,4,995,0,0
39,1,3,996,0,1
39.5,1,1,998,0,2
40,1,1,998,0,0
40.5,1,1,998,0,0
41,1,1,998,0,0
41.5,1,1,998,0,0
42,1,1,998,0,0
42.5,1,1,998,0,0
43,1,1,998,0,0
43.5,1,1,998,0,0
44,1,1,998,0,0
44.5,1,1,998,0,0
45,1,1,998,0,0
45.5,1,1,998,0,0
46,1,1,998,0,0
46.5,1,1,998,0,0
47,1,1,998,0,0
47.5,1,1,998,0,0
48,1,1,998,0,0
48.5,1,1,998,0,0
49,1,1,998,0,0
49.5,1,1,998,0,0
50,1,1,998,0,0
50.5,1,1,998,0,0
51,1,1,998,0,0
51.5,1,1,998,0,0
52,1,1,998,0,0
52.5,1,1,998,0,0
53,1,1,998,0,0
53.5,1,1,998,0,0
54,1,1,998,0,0
54.5,1,1,998,0,0
55,1,1,998,0,0
55.5,1,1,998,0,0
56,1,1,998,0,0
56.5,1,1,998,0,0
57,1,1,998,0,0
57.5,1,1,998,0,0
58,1,1,998,0,0
58.5,1,1,998,0,0
59,1,1,998,0,0
59.5,1,1,998,0,0
60,1,1,998,0,0
60.5,1,1,998,0,0
61,1,1,998,0,0
61.5,1,1,998,0,0
62,1,1,998,0,0
62.5,1,1,998,0,0
63,1,1,998,0,0
63.5,1,1,998,0,0
64,1,1,998,0,0
64.5,1,1,998,0,0
65,1,1,998,0,0
65.5,1,1,998,0,0
66,1,1,998,0,0
66.5,1,1,998,0,0
67,1,1,998,0,0
67.5,1,1,998,0,0
68,1,1,998,0,0
68.5,1,1,998,0,0
69,1,1,998,0,0
69.5,1,1,998,0,0
70,1,1,998,0,0
70.5,1,1,998,0,0
71,1,1,998,0,0
71.5,1,1,998,0,0
72,1,0,999,0,1
72.5,1,0,999,0,0
73,1,0,999,0,0
73.5,1,0,999,0,0
74,1,0,999,0,0
74.5,1,0,999,0,0
75,1,0,999,0,0
75.5,1,0,999,0,0
76,1,0,999,0,0
76.5,1,0,999,0,0
77,1,0,999,0,0
77.5,1,0,999,0,0
78,1,0,999,0,0
78.5,1,0,999,0,0
79,1,0,999,0,0
79.5,1,0,999,0,0
80,1,0,999,0,0
